cbdata store_client (22)	  160	 	 	 	 	 	 	 	 67	 11	 11	 0.58	 0.000	 3	 1	 11	 0.58	 4.478	 64	 10	 11	 10661246	 0.479	 0.272	 42.414
ipcache_entry       	  128	 	 	 	 	 	 	 	 75	 10	 10	 144.07	 0.000	 75	 10	 10	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata BodyPipe (24)	  152	 	 	 	 	 	 	 	 62	 10	 10	 0.58	 0.000	 2	 1	 10	 0.58	 3.226	 60	 9	 10	 3710839	 0.167	 0.090	 23.519
cbdata IdleConnList (29)	 4160	 	 	 	 	 	 	 	 2	 9	 9	 143.97	 0.000	 2	 9	 9	 143.97	 100.000	 0	 0	 9	 26033	 0.001	 0.017	 0.189
HttpHdrCc           	   96	 	 	 	 	 	 	 	 71	 7	 7	 133.18	 0.000	 53	 5	 7	 133.18	 74.648	 18	 2	 2	 14644821	 0.659	 0.224	 56.489
MemBlob             	   48	 	 	 	 	 	 	 	 123	 6	 6	 0.58	 0.000	 58	 3	 6	 0.58	 47.154	 65	 4	 4	 55415101	 2.492	 0.424	 255.046
Acl::AndNode        	  136	 	 	 	 	 	 	 	 26	 4	 4	 144.07	 0.000	 26	 4	 4	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata Tree (3)     	  192	 	 	 	 	 	 	 	 10	 2	 2	 144.07	 0.000	 10	 2	 2	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata CachePeer (4)	  872	 	 	 	 	 	 	 	 2	 2	 2	 144.07	 0.000	 2	 2	 2	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata UFSStoreState (31)	  176	 	 	 	 	 	 	 	 9	 2	 2	 103.86	 0.000	 0	 0	 2	 103.86	 0.000	 9	 2	 2	 4421615	 0.199	 0.124	 18.785
squidaio_micro_bufs 	  128	 	 	 	 	 	 	 	 12	 2	 2	 13.07	 0.000	 0	 0	 2	 13.07	 0.000	 12	 2	 2	 6882960	 0.310	 0.141	 18.785
aio_ctrl            	  112	 	 	 	 	 	 	 	 12	 2	 2	 13.07	 0.000	 0	 0	 2	 13.07	 0.000	 12	 2	 2	 13274571	 0.597	 0.237	 73.681
acl_ip_data         	   96	 	 	 	 	 	 	 	 13	 2	 2	 144.07	 0.000	 13	 2	 2	 144.07	 100.000	 0	 0	 1	 4	 0.000	 0.000	 0.000
aio_request         	  104	 	 	 	 	 	 	 	 12	 2	 2	 13.07	 0.000	 0	 0	 2	 13.07	 0.000	 12	 2	 2	 13274571	 0.597	 0.220	 73.681
cbdata generic_cbdata (23)	   32	 	 	 	 	 	 	 	 38	 2	 2	 77.63	 0.000	 0	 0	 2	 77.63	 0.000	 38	 2	 2	 3225497	 0.145	 0.016	 7.026
cbdata ConnOpener (27)	  136	 	 	 	 	 	 	 	 8	 2	 2	 124.86	 0.000	 0	 0	 2	 124.86	 0.000	 8	 2	 2	 3713239	 0.167	 0.081	 23.522
cbdata ACLFilledChecklist (21)	  456	 	 	 	 	 	 	 	 2	 1	 1	 144.04	 0.000	 1	 1	 1	 144.04	 50.000	 1	 1	 1	 15105621	 0.679	 1.099	 72.889
cbdata DiskThreadsDiskFile (32)	   88	 	 	 	 	 	 	 	 9	 1	 1	 103.86	 0.000	 0	 0	 1	 103.86	 0.000	 9	 1	 1	 4421615	 0.199	 0.062	 18.785
cbdata RebuildState (11)	  688	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 0	 0	 1	 144.07	 0.000	 1	 1	 1	 0	 0.000	 0.000	 0.000
cbdata ReadRequest (35)	   72	 	 	 	 	 	 	 	 9	 1	 1	 103.86	 0.000	 0	 0	 1	 103.86	 0.000	 9	 1	 1	 6391602	 0.287	 0.073	 54.896
aio_thread          	   40	 	 	 	 	 	 	 	 16	 1	 1	 144.04	 0.000	 16	 1	 1	 144.04	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLSourceIP         	  120	 	 	 	 	 	 	 	 5	 1	 1	 144.07	 0.000	 5	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ev_entry            	   48	 	 	 	 	 	 	 	 12	 1	 1	 144.07	 0.000	 11	 1	 1	 144.07	 91.667	 1	 1	 1	 731619	 0.033	 0.006	 1.439
cbdata CbDataList (1)	   40	 	 	 	 	 	 	 	 11	 1	 1	 144.07	 0.000	 11	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata IoResult (36)	   40	 	 	 	 	 	 	 	 9	 1	 1	 103.86	 0.000	 0	 0	 1	 103.86	 0.000	 9	 1	 1	 6391602	 0.287	 0.041	 54.896
RegexList           	   88	 	 	 	 	 	 	 	 4	 1	 1	 144.07	 0.000	 4	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata Logfile (10) 	  352	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLStringData       	   56	 	 	 	 	 	 	 	 6	 1	 1	 144.07	 0.000	 6	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLRegexData        	   16	 	 	 	 	 	 	 	 20	 1	 1	 144.07	 0.000	 20	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
UFSStoreState::_queued_write	   32	 	 	 	 	 	 	 	 10	 1	 12	 4.14	 0.000	 0	 0	 12	 4.14	 0.000	 10	 1	 12	 6379196	 0.287	 0.033	 13.893
ACLStrategised      	  136	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 2	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLStrategised      	  136	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 2	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLStrategised      	  136	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 2	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata ps_state (26)	  256	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 6910870	 0.311	 0.282	 30.475
UFSStoreState::_queued_read	   40	 	 	 	 	 	 	 	 6	 1	 1	 103.86	 0.000	 0	 0	 1	 103.86	 0.000	 6	 1	 1	 1232060	 0.055	 0.008	 11.840
cbdata RemovalPolicy (5)	  104	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 2	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata StoreSearchHashIndex (14)	  104	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 50.000	 1	 1	 1	 144	 0.000	 0.000	 0.000
ACLUserData         	   64	 	 	 	 	 	 	 	 3	 1	 1	 144.07	 0.000	 3	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLHTTPHeaderData   	   48	 	 	 	 	 	 	 	 4	 1	 1	 144.07	 0.000	 4	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
link_list           	   16	 	 	 	 	 	 	 	 10	 1	 6	 4.14	 0.000	 0	 0	 6	 4.14	 0.000	 10	 1	 6	 7611262	 0.342	 0.019	 25.733
ACLStrategised      	  136	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
Acl::NotNode        	  136	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata CbDataList (2)	   64	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 2	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLDestinationIP    	  120	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata TcpAcceptor (13)	  104	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata ClientRequestContext (20)	  104	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 0	 0	 1	 144.07	 0.000	 1	 1	 1	 8194751	 0.369	 0.136	 42.414
cbdata CbDataList (30)	   96	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 275	 0.000	 0.000	 0.001
cbdata WriteRequest (33)	   80	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 6379579	 0.287	 0.081	 13.893
StoreSwapLogData    	   72	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 5594760	 0.252	 0.064	 6.946
cbdata RemovalPurgeWalker (38)	   72	 	 	 	 	 	 	 	 1	 1	 1	 25.30	 0.000	 0	 0	 1	 25.30	 0.000	 1	 1	 1	 14055	 0.001	 0.000	 0.515
wordlist            	   16	 	 	 	 	 	 	 	 4	 1	 1	 144.07	 0.000	 0	 0	 1	 144.07	 0.000	 4	 1	 1	 79	 0.000	 0.000	 0.000
cbdata RemovalPolicyWalker (37)	   56	 	 	 	 	 	 	 	 1	 1	 1	 132.04	 0.000	 0	 0	 1	 132.04	 0.000	 1	 1	 1	 5	 0.000	 0.000	 0.000
ACLMethodData       	   16	 	 	 	 	 	 	 	 3	 1	 1	 144.07	 0.000	 3	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
dwrite_q            	   48	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 0	 0	 1	 144.07	 0.000	 1	 1	 1	 11974341	 0.539	 0.092	 20.839
cbdata AclSizeLimit (6)	   48	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
FwdServer           	   24	 	 	 	 	 	 	 	 2	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 2	 1	 1	 13821740	 0.622	 0.053	 60.949
ACLNoteData         	   40	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
CacheDigest         	   40	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata IoResult (34)	   40	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 6379579	 0.287	 0.041	 13.893
ACLDomainData       	   16	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 2	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLHierCodeData     	   32	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLTimeData         	   32	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLASN              	   16	 	 	 	 	 	 	 	 2	 1	 1	 144.07	 0.000	 2	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
StoreMetaMD5        	   32	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 4393969	 0.198	 0.022	 18.540
StoreMetaSTDLFS     	   32	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 4393969	 0.198	 0.022	 18.540
StoreMetaURL        	   32	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 4393969	 0.198	 0.022	 18.540
StoreMetaObjSize    	   32	 	 	 	 	 	 	 	 1	 1	 1	 144.04	 0.000	 0	 0	 1	 144.04	 0.000	 1	 1	 1	 4393969	 0.198	 0.022	 18.540
StoreMetaVary       	   32	 	 	 	 	 	 	 	 1	 1	 1	 143.47	 0.000	 0	 0	 1	 143.47	 0.000	 1	 1	 1	 0	 0.000	 0.000	 0.000
ACLProtocolData     	   16	 	 	 	 	 	 	 	 1	 1	 1	 144.07	 0.000	 1	 1	 1	 144.07	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
Total               	    1	 	 	 	 	 	 	 	 29500179	 4173438	 4173478	 0.00	 100.000	 29497928	 4170607	 4170837	 0.05	 99.932	 2251	 2832	 4425	 -2147483648	 98.588	 99.306	 368715.124
Cumulative allocated volume: 626.942 GB
Current overhead: 36331 bytes (0.001%)
Idle pool limit: 5.00 MB
Total Pools created: 116
Pools ever used:     100 (shown above)
Currently in use:    66
String Pool	 Impact		
 	 (%strings)	 (%volume)
Short Strings       	 93	 64
Medium Strings      	 3	 7
Long Strings        	 3	 29
1KB Strings         	 0	 0
4KB Strings         	 0	 0
16KB Strings        	 0	 0
Other Strings       	 0	 0

Large buffers: 0 (0 KB)
