
Pool	 Obj Size	Chunks							Allocated					In Use					Idle			Allocations Saved			Rate	
 	 (bytes)	KB/ch	 obj/ch	(#)	 used	 free	 part	 %Frag	 (#)	 (KB)	 high (KB)	 high (hrs)	 %Tot	(#)	 (KB)	 high (KB)	 high (hrs)	 %alloc	(#)	 (KB)	 high (KB)	(#)	 %cnt	 %vol	(#)/sec	
cbdata TunnelStateData (26)	  304	 	 	 	 	 	 	 	 1108	 329	 856	 2.52	 0.032	 1107	 329	 856	 2.52	 99.910	 1	 1	 62	 186431	 0.104	 0.062	 0.000
cbdata clientStreamNode (23)	  128	 	 	 	 	 	 	 	 2240	 280	 728	 2.52	 0.028	 2238	 280	 728	 2.52	 99.911	 2	 1	 57	 1167910	 0.651	 0.163	 0.001
16K Buffer          	 16384	 	 	 	 	 	 	 	 17	 272	 736	 2.14	 0.027	 6	 96	 736	 2.14	 35.294	 11	 176	 624	 190937	 0.106	 3.418	 0.000
MemBlob             	   48	 	 	 	 	 	 	 	 4668	 219	 330	 1.27	 0.022	 4667	 219	 330	 1.27	 99.979	 1	 1	 20	 3844886	 2.143	 0.202	 0.003
fqdncache_entry     	  160	 	 	 	 	 	 	 	 929	 146	 147	 1.67	 0.014	 920	 144	 147	 1.67	 99.031	 9	 2	 18	 25113	 0.014	 0.004	 0.000
ipcache_entry       	  128	 	 	 	 	 	 	 	 1025	 129	 154	 3.10	 0.013	 994	 125	 154	 3.10	 96.976	 31	 4	 33	 158901	 0.089	 0.022	 0.000
Auth::Basic::User   	  192	 	 	 	 	 	 	 	 351	 66	 85	 1.66	 0.006	 350	 66	 85	 1.66	 99.715	 1	 1	 20	 285990	 0.159	 0.060	 0.000
8K Buffer           	 8192	 	 	 	 	 	 	 	 7	 56	 240	 2.14	 0.006	 2	 16	 240	 2.14	 28.571	 5	 40	 208	 580579	 0.324	 5.197	 0.000
cbdata helper_server (12)	  240	 	 	 	 	 	 	 	 207	 49	 49	 1.81	 0.005	 207	 49	 49	 1.81	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
2K Buffer           	 2048	 	 	 	 	 	 	 	 22	 44	 106	 2.14	 0.004	 7	 14	 106	 2.14	 31.818	 15	 30	 96	 9669241	 5.389	 21.638	 0.007
squidaio_small_bufs 	 4096	 	 	 	 	 	 	 	 8	 32	 60	 2.87	 0.003	 0	 0	 60	 2.87	 0.000	 8	 32	 60	 827452	 0.461	 3.703	 0.001
cbdata ACLFilledChecklist (25)	  472	 	 	 	 	 	 	 	 58	 27	 69	 3.10	 0.003	 27	 13	 69	 3.10	 46.552	 31	 15	 68	 2036246	 1.135	 1.050	 0.001
MimeEntry           	  128	 	 	 	 	 	 	 	 177	 23	 23	 9.60	 0.002	 177	 23	 23	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
AuthUserIP          	   64	 	 	 	 	 	 	 	 345	 22	 28	 1.66	 0.002	 345	 22	 28	 1.66	 100.000	 0	 0	 7	 924	 0.001	 0.000	 0.000
acl_proxy_auth_match_cache	   40	 	 	 	 	 	 	 	 345	 14	 18	 1.66	 0.001	 345	 14	 18	 1.66	 100.000	 0	 0	 4	 10	 0.000	 0.000	 0.000
cbdata Logfile (15) 	 4192	 	 	 	 	 	 	 	 3	 13	 13	 9.60	 0.001	 3	 13	 13	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
Auth::Basic::UserRequest	   48	 	 	 	 	 	 	 	 182	 9	 37	 1.86	 0.001	 151	 8	 37	 1.86	 82.967	 31	 2	 9	 279564	 0.156	 0.015	 0.000
AuthUserHashPointer 	   24	 	 	 	 	 	 	 	 348	 9	 11	 1.66	 0.001	 348	 9	 11	 1.66	 100.000	 0	 0	 3	 14	 0.000	 0.000	 0.000
Acl::AndNode        	  136	 	 	 	 	 	 	 	 61	 9	 9	 9.60	 0.001	 61	 9	 9	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata ClientRequestContext (24)	  104	 	 	 	 	 	 	 	 55	 6	 15	 3.10	 0.001	 24	 3	 15	 3.10	 43.636	 31	 4	 15	 594478	 0.331	 0.068	 0.000
Acl::NotNode        	  136	 	 	 	 	 	 	 	 42	 6	 6	 9.60	 0.001	 42	 6	 6	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata HttpStateData (38)	  312	 	 	 	 	 	 	 	 16	 5	 14	 2.14	 0.000	 5	 2	 14	 2.14	 31.250	 11	 4	 12	 178489	 0.099	 0.061	 0.000
cbdata helper (11)  	  168	 	 	 	 	 	 	 	 21	 4	 4	 9.60	 0.000	 21	 4	 4	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata store_client (31)	  160	 	 	 	 	 	 	 	 22	 4	 10	 2.14	 0.000	 7	 2	 10	 2.14	 31.818	 15	 3	 8	 431019	 0.240	 0.075	 0.000
cbdata FwdState (36)	  176	 	 	 	 	 	 	 	 20	 4	 9	 2.14	 0.000	 6	 2	 9	 2.14	 30.000	 14	 3	 8	 181140	 0.101	 0.035	 0.000
cbdata external_acl (2)	  192	 	 	 	 	 	 	 	 18	 4	 4	 9.60	 0.000	 18	 4	 4	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata Tree (6)     	  192	 	 	 	 	 	 	 	 16	 3	 3	 9.60	 0.000	 16	 3	 3	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
external_acl_format 	   64	 	 	 	 	 	 	 	 43	 3	 3	 9.60	 0.000	 43	 3	 3	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata ConnOpener (28)	  136	 	 	 	 	 	 	 	 20	 3	 19	 1.97	 0.000	 2	 1	 19	 1.97	 10.000	 18	 3	 19	 386491	 0.215	 0.057	 0.000
squidaio_micro_bufs 	  128	 	 	 	 	 	 	 	 20	 3	 10	 2.41	 0.000	 0	 0	 10	 2.41	 0.000	 20	 3	 10	 206396	 0.115	 0.029	 0.000
cbdata externalAclState (14)	   88	 	 	 	 	 	 	 	 27	 3	 11	 3.10	 0.000	 1	 1	 11	 3.10	 3.704	 26	 3	 11	 2298241	 1.281	 0.221	 0.002
acl_ip_data         	   96	 	 	 	 	 	 	 	 24	 3	 3	 9.60	 0.000	 24	 3	 3	 9.60	 100.000	 0	 0	 1	 7	 0.000	 0.000	 0.000
ACLExternal         	  128	 	 	 	 	 	 	 	 18	 3	 3	 9.60	 0.000	 18	 3	 3	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
aio_ctrl            	  112	 	 	 	 	 	 	 	 20	 3	 9	 2.41	 0.000	 0	 0	 9	 2.41	 0.000	 20	 3	 9	 1034453	 0.577	 0.127	 0.001
aio_request         	  104	 	 	 	 	 	 	 	 20	 3	 8	 2.41	 0.000	 0	 0	 8	 2.41	 0.000	 20	 3	 8	 1034468	 0.577	 0.118	 0.001
cbdata UFSStoreState (32)	  176	 	 	 	 	 	 	 	 11	 2	 5	 2.59	 0.000	 0	 0	 5	 2.59	 0.000	 11	 2	 5	 105893	 0.059	 0.020	 0.000
ACLStrategised      	  136	 	 	 	 	 	 	 	 13	 2	 2	 9.60	 0.000	 13	 2	 2	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
wordlist            	   16	 	 	 	 	 	 	 	 80	 2	 2	 9.60	 0.000	 80	 2	 2	 9.60	 100.000	 0	 0	 1	 25	 0.000	 0.000	 0.000
cbdata generic_cbdata (19)	   32	 	 	 	 	 	 	 	 40	 2	 10	 3.10	 0.000	 8	 1	 10	 3.10	 20.000	 32	 1	 9	 250316	 0.140	 0.009	 0.000
UFSStoreState::_queued_write	   32	 	 	 	 	 	 	 	 35	 2	 14	 1.98	 0.000	 0	 0	 14	 1.98	 0.000	 35	 2	 14	 2373675	 1.323	 0.083	 0.002
cbdata DiskThreadsDiskFile (33)	   88	 	 	 	 	 	 	 	 11	 1	 3	 2.59	 0.000	 0	 0	 3	 2.59	 0.000	 11	 1	 3	 105893	 0.059	 0.010	 0.000
Helper::Request     	   48	 	 	 	 	 	 	 	 19	 1	 3	 2.14	 0.000	 1	 1	 3	 2.14	 5.263	 18	 1	 3	 2075987	 1.157	 0.109	 0.001
cbdata external_acl_data (3)	   48	 	 	 	 	 	 	 	 18	 1	 1	 9.60	 0.000	 18	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
acl_name_list       	   72	 	 	 	 	 	 	 	 11	 1	 1	 9.60	 0.000	 11	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ev_entry            	   48	 	 	 	 	 	 	 	 15	 1	 1	 1.23	 0.000	 11	 1	 1	 1.23	 73.333	 4	 1	 1	 65014	 0.036	 0.003	 0.000
HttpHdrScTarget     	   88	 	 	 	 	 	 	 	 8	 1	 2	 1.21	 0.000	 8	 1	 2	 1.21	 100.000	 0	 0	 1	 79	 0.000	 0.000	 0.000
ACLStrategised      	  136	 	 	 	 	 	 	 	 5	 1	 1	 9.60	 0.000	 5	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
aio_thread          	   40	 	 	 	 	 	 	 	 16	 1	 1	 9.60	 0.000	 16	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata BodyPipe (41)	  152	 	 	 	 	 	 	 	 4	 1	 2	 3.19	 0.000	 1	 1	 2	 3.19	 25.000	 3	 1	 2	 15494	 0.009	 0.003	 0.000
cbdata ReadRequest (34)	   72	 	 	 	 	 	 	 	 8	 1	 2	 2.87	 0.000	 0	 0	 2	 2.87	 0.000	 8	 1	 2	 827452	 0.461	 0.065	 0.001
cbdata CbDataList (40)	   96	 	 	 	 	 	 	 	 6	 1	 3	 2.14	 0.000	 2	 1	 3	 2.14	 33.333	 4	 1	 2	 2414811	 1.346	 0.253	 0.002
link_list           	   16	 	 	 	 	 	 	 	 35	 1	 7	 1.98	 0.000	 0	 0	 7	 1.98	 0.000	 35	 1	 7	 2415273	 1.346	 0.042	 0.002
ACLDestinationIP    	  120	 	 	 	 	 	 	 	 4	 1	 1	 9.60	 0.000	 4	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata CbDataList (4)	   40	 	 	 	 	 	 	 	 12	 1	 1	 9.60	 0.000	 12	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLStringData       	   56	 	 	 	 	 	 	 	 8	 1	 1	 9.60	 0.000	 8	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata CbDataList (1)	   40	 	 	 	 	 	 	 	 10	 1	 1	 9.60	 0.000	 10	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLSourceIP         	  120	 	 	 	 	 	 	 	 3	 1	 1	 9.60	 0.000	 3	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
RegexList           	   88	 	 	 	 	 	 	 	 4	 1	 1	 9.60	 0.000	 4	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLCertificateData  	  112	 	 	 	 	 	 	 	 3	 1	 1	 9.60	 0.000	 3	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
AclDenyInfoList     	   32	 	 	 	 	 	 	 	 10	 1	 1	 9.60	 0.000	 10	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata IoResult (35)	   40	 	 	 	 	 	 	 	 8	 1	 1	 2.87	 0.000	 0	 0	 1	 2.87	 0.000	 8	 1	 1	 827452	 0.461	 0.036	 0.001
cbdata TcpAcceptor (17)	  104	 	 	 	 	 	 	 	 3	 1	 1	 9.60	 0.000	 3	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLRegexData        	   16	 	 	 	 	 	 	 	 19	 1	 1	 9.60	 0.000	 19	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLStrategised      	  136	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLStrategised      	  136	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLStrategised      	  136	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLUserData         	   64	 	 	 	 	 	 	 	 4	 1	 1	 9.60	 0.000	 4	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata ps_state (27)	  256	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 382981	 0.213	 0.107	 0.000
cbdata ErrorState (37)	  240	 	 	 	 	 	 	 	 1	 1	 2	 2.53	 0.000	 0	 0	 2	 2.53	 0.000	 1	 1	 2	 178284	 0.099	 0.047	 0.000
cbdata RemovalPolicy (8)	  104	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
UFSStoreState::_queued_read	   40	 	 	 	 	 	 	 	 5	 1	 1	 3.50	 0.000	 0	 0	 1	 3.50	 0.000	 5	 1	 1	 41065	 0.023	 0.002	 0.000
Acl::AnyOf          	  144	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata CbDataList (5)	   64	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLProxyAuth        	  128	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata RedirectStateData (44)	   64	 	 	 	 	 	 	 	 2	 1	 1	 3.77	 0.000	 0	 0	 1	 3.77	 0.000	 2	 1	 1	 6111	 0.003	 0.000	 0.000
HttpHdrSc           	   16	 	 	 	 	 	 	 	 8	 1	 1	 1.21	 0.000	 8	 1	 1	 1.21	 100.000	 0	 0	 1	 79	 0.000	 0.000	 0.000
cbdata StoreSearchHashIndex (30)	  104	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 1	 6	 0.000	 0.000	 0.000
ACLDomainData       	   16	 	 	 	 	 	 	 	 6	 1	 1	 9.60	 0.000	 6	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLHTTPHeaderData   	   48	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLSslErrorData     	   16	 	 	 	 	 	 	 	 6	 1	 1	 9.60	 0.000	 6	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
HttpHdrContRange    	   24	 	 	 	 	 	 	 	 4	 1	 1	 2.40	 0.000	 4	 1	 1	 2.40	 100.000	 0	 0	 1	 7924	 0.004	 0.000	 0.000
cbdata AclSizeLimit (7)	   48	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
Auth::QueueNode     	   32	 	 	 	 	 	 	 	 3	 1	 1	 0.85	 0.000	 0	 0	 1	 0.85	 0.000	 3	 1	 1	 3828	 0.002	 0.000	 0.000
ACLServerNameData   	   16	 	 	 	 	 	 	 	 5	 1	 1	 9.60	 0.000	 5	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata WriteRequest (42)	   80	 	 	 	 	 	 	 	 1	 1	 1	 9.32	 0.000	 0	 0	 1	 9.32	 0.000	 1	 1	 1	 2381284	 1.327	 0.208	 0.002
ACLAtStepData       	   24	 	 	 	 	 	 	 	 3	 1	 1	 9.60	 0.000	 3	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
StoreSwapLogData    	   72	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 646204	 0.360	 0.051	 0.000
cbdata RemovalPurgeWalker (45)	   72	 	 	 	 	 	 	 	 1	 1	 1	 3.15	 0.000	 0	 0	 1	 3.15	 0.000	 1	 1	 1	 7898	 0.004	 0.001	 0.000
ACLMethodData       	   16	 	 	 	 	 	 	 	 3	 1	 1	 9.60	 0.000	 3	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
dwrite_q            	   48	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 3027600	 1.687	 0.159	 0.002
cbdata StateData (29)	   48	 	 	 	 	 	 	 	 1	 1	 1	 2.27	 0.000	 0	 0	 1	 2.27	 0.000	 1	 1	 1	 10760	 0.006	 0.001	 0.000
ACLNoteData         	   40	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
cbdata IoResult (43)	   40	 	 	 	 	 	 	 	 1	 1	 1	 9.32	 0.000	 0	 0	 1	 9.32	 0.000	 1	 1	 1	 2381284	 1.327	 0.104	 0.002
ACLASN              	   16	 	 	 	 	 	 	 	 2	 1	 1	 9.60	 0.000	 2	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLHierCodeData     	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
ACLTimeData         	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
CacheDigest         	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
StoreMetaMD5        	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 105136	 0.059	 0.004	 0.000
StoreMetaSTDLFS     	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 105136	 0.059	 0.004	 0.000
StoreMetaURL        	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 105136	 0.059	 0.004	 0.000
StoreMetaObjSize    	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 105136	 0.059	 0.004	 0.000
StoreMetaVary       	   32	 	 	 	 	 	 	 	 1	 1	 1	 9.03	 0.000	 0	 0	 1	 9.03	 0.000	 1	 1	 1	 21330	 0.012	 0.001	 0.000
HttpHdrRange        	   32	 	 	 	 	 	 	 	 1	 1	 1	 2.80	 0.000	 0	 0	 1	 2.80	 0.000	 1	 1	 1	 17337	 0.010	 0.001	 0.000
FwdServer           	   24	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 0	 0	 1	 9.60	 0.000	 1	 1	 1	 382981	 0.213	 0.010	 0.000
ACLProtocolData     	   16	 	 	 	 	 	 	 	 1	 1	 1	 9.60	 0.000	 1	 1	 1	 9.60	 100.000	 0	 0	 0	 0	 0.000	 0.000	 0.000
HttpHdrRangeSpec    	   16	 	 	 	 	 	 	 	 1	 1	 1	 2.80	 0.000	 0	 0	 1	 2.80	 0.000	 1	 1	 1	 17337	 0.010	 0.000	 0.000
32K Buffer          	 32768	 	 	 	 	 	 	 	 0	 0	 96	 2.33	 0.000	 0	 0	 96	 2.33	 -1.000	 0	 0	 96	 37	 0.000	 0.001	 0.000
64K Buffer          	 65536	 	 	 	 	 	 	 	 0	 0	 128	 3.70	 0.000	 0	 0	 128	 3.70	 -1.000	 0	 0	 128	 1	 0.000	 0.000	 0.000
dlink_node          	   24	 	 	 	 	 	 	 	 0	 0	 1	 9.59	 0.000	 0	 0	 1	 9.59	 -1.000	 0	 0	 1	 146	 0.000	 0.000	 0.000
cbdata RebuildState (16)	  688	 	 	 	 	 	 	 	 0	 0	 1	 9.60	 0.000	 0	 0	 1	 9.60	 -1.000	 0	 0	 1	 0	 0.000	 0.000	 0.000
Total               	    1	 	 	 	 	 	 	 	 5654759	 1016434	 1045039	 0.76	 100.000	 5652896	 1015122	 1041138	 0.77	 99.871	 1863	 1313	 9295	 172333656	 96.047	 97.847	 0.123
Cumulative allocated volume: 91.517 GB
Current overhead: 45448 bytes (0.004%)
Idle pool limit: 5.00 MB
Total Pools created: 145
Pools ever used:     137 (shown above)
Currently in use:    104
String Pool	 Impact		
 	 (%strings)	 (%volume)
Short Strings       	 57	 14
Medium Strings      	 24	 19
Long Strings        	 19	 60
1KB Strings         	 0	 0
4KB Strings         	 0	 1
16KB Strings        	 0	 5
Other Strings       	 0	 0

Large buffers: 0 (0 KB)
